Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
MGPI,"MGP Ingredients, Inc.",44.28,$749.03M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mgpi,
MBOT,Microbot Medical Inc. ,7.36,$52.32M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mbot,
MCHP,Microchip Technology Incorporated,133.01,$34.63B,1993,Technology,Semiconductors,https://old.nasdaq.com/symbol/mchp,
MU,"Micron Technology, Inc.",64.23,$71.5B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/mu,
MSFT,Microsoft Corporation,215.23,$1627.25B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msft,
MSTR,MicroStrategy Incorporated,271.26,$2.51B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mstr,
MVIS,"Microvision, Inc.",2.3,$336.73M,1996,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mvis,
MICT,"MICT, Inc.",1.63,$109.18M,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mict,
MPB,Mid Penn Bancorp,23.52,$197.93M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mpb,
MTP,Midatech Pharma PLC,1.82,$22.96M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtp,
MCEP,"Mid-Con Energy Partners, LP",2.88,$41.22M,2011,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mcep,
MBCN,Middlefield Banc Corp.,21.26,$135.6M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mbcn,
MSEX,Middlesex Water Company,69.6,$1.22B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/msex,
MSBI,"Midland States Bancorp, Inc.",18.03,$405.16M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/msbi,
MSVB,"Mid-Southern Bancorp, Inc.",14.64,$46.48M,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/msvb,
MOFG,"MidWestOne Financial Group, Inc.",24.55,$395.16M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mofg,
MIST,Milestone Pharmaceuticals Inc.,6.58,$196.23M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mist,
MLND,"Millendo Therapeutics, Inc. ",1.88,$35.72M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mlnd,
TIGO,Millicom International Cellular S.A.,39.76,$4.02B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tigo,
MIME,Mimecast Limited,43.73,$2.79B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mime,
MDXG,"MiMedx Group, Inc",6.64,$737.34M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mdxg,
MNDO,MIND C.T.I. Ltd.,2.4,$47.75M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mndo,
MIND,"MIND Technology, Inc.",2.12,$25.83M,1994,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mind,
MINDP,"MIND Technology, Inc.",18.7,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mindp,
NERV,"Minerva Neurosciences, Inc",4.01,$171.12M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nerv,
YGMZ,MingZhu Logistics Holdings Limited,4.1726,$50.07M,2020,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/ygmz,
MGEN,"Miragen Therapeutics, Inc.",16.93,$66.21M,2014,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/mgen,
MRTX,"Mirati Therapeutics, Inc.",232.54,$11.69B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrtx,
MIRM,"Mirum Pharmaceuticals, Inc.",22.25,$572.2M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mirm,
MSON,"MISONIX, Inc.",13.99,$243.11M,1992,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/mson,
AVO,"Mission Produce, Inc.",13.34,$925.14M,2020,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/avo,
MITK,"Mitek Systems, Inc.",11.84,$494.67M,n/a,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/mitk,
MKSI,"MKS Instruments, Inc.",138.13,$7.62B,1999,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mksi,
MMAC,"MMA Capital Holdings, Inc.",24.57,$140.21M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/mmac,
MTC,"MMTec, Inc.",2.1,$42.15M,2019,n/a,n/a,https://old.nasdaq.com/symbol/mtc,
MOBL,"MobileIron, Inc.",7.035,$834.24M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mobl,
MRNA,"Moderna, Inc.",127.03,$50.27B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mrna,
MOGO,Mogo Inc.,2.27,$68.5M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mogo,
MWK,"Mohawk Group Holdings, Inc.",7.4,$161.65M,2019,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mwk,
MKD,Molecular Data Inc.,1.16,$150.38M,2019,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mkd,
MTEM,"Molecular Templates, Inc.",9.12,$455.67M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtem,
MBRX,"Moleculin Biotech, Inc.",0.774,$48.35M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mbrx,
MOMO,Momo Inc.,15.12,$3.16B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/momo,
MKGI,"Monaker Group, Inc.",2.8,$40.78M,n/a,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/mkgi,
MCRI,"Monarch Casino & Resort, Inc.",56.51,$1.03B,1993,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/mcri,
MDLZ,"Mondelez International, Inc.",57.46,$82.18B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/mdlz,
MGI,"Moneygram International, Inc.",7.42,$538.08M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mgi,
MDB,"MongoDB, Inc.",270.02,$15.9B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mdb,
MNCL,Monocle Acquisition Corporation,10.46,$233.05M,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mncl,
MNCLU,Monocle Acquisition Corporation,10.4,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclu,
MNCLW,Monocle Acquisition Corporation,0.56,n/a,2019,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/mnclw,
MPWR,"Monolithic Power Systems, Inc.",328.14,$14.8B,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/mpwr,
MNPR,Monopar Therapeutics Inc.,4.98,$53.47M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mnpr,
MNRO,"Monro, Inc. ",47.63,$1.59B,1991,Consumer Services,Automotive Aftermarket,https://old.nasdaq.com/symbol/mnro,
MRCC,Monroe Capital Corporation,8.83,$188.11M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mrcc,
MRCCL,Monroe Capital Corporation,25.06,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mrccl,
MNST,Monster Beverage Corporation,84.15,$44.42B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/mnst,
MAACU,Montes Archimedes Acquisition Corp.,10,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/maacu,
MORN,"Morningstar, Inc.",199.4,$8.54B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/morn,
MORF,"Morphic Holding, Inc.",32.08,$998.49M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/morf,
MOR,MorphoSys AG,28.17,$3.69B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mor,
MOSY,"MoSys, Inc.",1.49,$5.29M,2001,Technology,Semiconductors,https://old.nasdaq.com/symbol/mosy,
MOTNU,Motion Acquisition Corp.,10,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/motnu,
MPAA,"Motorcar Parts of America, Inc.",20.25,$385.77M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mpaa,
MOTS,"Motus GI Holdings, Inc.",0.8401,$27.09M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mots,
MCAC,Mountain Crest Acquisition Corp.,10.0757,$76M,2020,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/mcac,
MCACR,Mountain Crest Acquisition Corp.,0.66,n/a,2020,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/mcacr,
MCACU,Mountain Crest Acquisition Corp.,10.99,n/a,2020,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/mcacu,
MOXC,"Moxian, Inc.",1.27,$20.56M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/moxc,
COOP,Mr. Cooper Group Inc.,27.02,$2.45B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/coop,
MTBC,"MTBC, Inc.",10.6,$139.78M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbc,
MTBCP,"MTBC, Inc.",26.29,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbcp,
MTSC,MTS Systems Corporation,37.09,$714.97M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mtsc,
GRIL,"Muscle Maker, Inc",2.15,$23.15M,2020,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/gril,
MBIO,"Mustang Bio, Inc.",3.46,$226.95M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mbio,
MVBF,MVB Financial Corp.,20.75,$244.55M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mvbf,
MYSZ,"My Size, Inc.",1.1611,$8.4M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mysz,
MYRG,"MYR Group, Inc.",52.1,$871.48M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/myrg,
MYGN,"Myriad Genetics, Inc.",17.78,$1.34B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/mygn,
NBRV,Nabriva Therapeutics plc,0.433,$65.29M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbrv,
NAKD,Naked Brand Group Limited,0.21,$9.14M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/nakd,
NNDM,Nano Dimension Ltd.,6.53,$465.11M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/nndm,
NSTG,"NanoString Technologies, Inc.",48.18,$2.12B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nstg,
NAOV,"NanoVibronix, Inc.",0.76,$7.24M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/naov,
NNOX,NANO-X IMAGING LTD,52.3,$2.38B,2020,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/nnox,
NH,"NantHealth, Inc.",2.44,$271.36M,2016,Technology,EDP Services,https://old.nasdaq.com/symbol/nh,
NK,"NantKwest, Inc.",9.67,$1.05B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nk,
NSSC,"NAPCO Security Technologies, Inc.",29.9,$548.59M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/nssc,
NDAQ,"Nasdaq, Inc.",127.12,$20.85B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ndaq,
NTRA,"Natera, Inc.",88.13,$7.52B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/ntra,
NATH,"Nathan&#39;s Famous, Inc.",58.3,$239.9M,1993,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/nath,
NKSH,"National Bankshares, Inc.",31.3,$202.79M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nksh,
FIZZ,National Beverage Corp.,94.9,$4.43B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/fizz,
NCMI,"National CineMedia, Inc.",3.57,$284.1M,2007,Consumer Services,Advertising,https://old.nasdaq.com/symbol/ncmi,
NESR,National Energy Services Reunited Corp.,8.86,$777.71M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nesr,
NESRW,National Energy Services Reunited Corp.,1.2,n/a,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nesrw,
NGHC,National General Holdings Corp,34.1,$3.87B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghc,
NGHCN,National General Holdings Corp,26.18,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcn,
NGHCO,National General Holdings Corp,25.43,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghco,
NGHCP,National General Holdings Corp,25.49,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcp,
NGHCZ,National General Holdings Corp,25.78,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/nghcz,
NHLD,National Holdings Corporation,2.63,$35.73M,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nhld,
NHLDW,National Holdings Corporation,0.0995,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nhldw,
NATI,National Instruments Corporation,37.49,$4.92B,1995,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nati,
NRC,National Research Corporation,53.38,$1.35B,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/nrc,
NSEC,"National Security Group, Inc.",12.32,$31.17M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/nsec,
EYE,"National Vision Holdings, Inc.",43.93,$3.56B,2017,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/eye,
NWLI,"National Western Life Group, Inc.",190.87,$694.01M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/nwli,
NAII,"Natural Alternatives International, Inc.",10.115,$65.5M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/naii,
NHTC,Natural Health Trends Corp.,5.62,$64.19M,n/a,Consumer Durables,Consumer Specialties,https://old.nasdaq.com/symbol/nhtc,
NOACU,Natural Order Acquisition Corp.,10.57,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/noacu,
NATR,"Nature&#39;s Sunshine Products, Inc.",12.64,$248.48M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/natr,
NTUS,Natus Medical Incorporated,21.44,$726.12M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/ntus,
JSM,Navient Corporation,23.63,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jsm,
NAVI,Navient Corporation,9.75,$1.82B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/navi,
NMCI,Navios Maritime Containers L.P.,2.7,$87.6M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmci,
NBTB,NBT Bancorp Inc.,31.56,$1.38B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nbtb,
NCNO,"nCino, Inc.",81.79,$7.46B,2020,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ncno,
NCSM,"NCS Multistage Holdings, Inc.",1.12,$52.86M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ncsm,
NKTR,Nektar Therapeutics,16.79,$3.01B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nktr,
NMRD,Nemaura Medical Inc.,4.26,$97.53M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nmrd,
NGMS,NeoGames S.A.,21.54,$530.39M,2020,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/ngms,
NEOG,Neogen Corporation,74.87,$3.97B,1989,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/neog,
NEO,"NeoGenomics, Inc.",47.36,$5.26B,n/a,Health Care,Precision Instruments,https://old.nasdaq.com/symbol/neo,
NLTX,"Neoleukin Therapeutics, Inc.",13.45,$563.48M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nltx,
NEON,Neonode Inc.,7.67,$87.95M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/neon,
NEOS,"Neos Therapeutics, Inc.",0.5774,$28.73M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/neos,
NVCN,Neovasc Inc.,0.832,$18.84M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nvcn,
NEPH,"Nephros, Inc.",6.06,$54.78M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/neph,
NEPT,Neptune Wellness Solutions Inc.,1.78,$230.5M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nept,
UEPS,"Net 1 UEPS Technologies, Inc.",3.59,$203.33M,2005,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ueps,
NETE,"Net Element, Inc.",11.4,$55.24M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/nete,
NTAP,"NetApp, Inc.",53.26,$11.82B,1995,Technology,Electronic Components,https://old.nasdaq.com/symbol/ntap,
NTES,"NetEase, Inc.",93.34,$63.98B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ntes,
NFLX,"Netflix, Inc.",491.36,$217.08B,2002,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/nflx,
NTGR,"NETGEAR, Inc.",32.51,$984.47M,2003,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ntgr,
NTCT,"NetScout Systems, Inc.",24.01,$1.77B,1999,Technology,EDP Services,https://old.nasdaq.com/symbol/ntct,
NTWK,NetSol Technologies Inc.,3.32,$38.65M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ntwk,
NBSE,"NeuBase Therapeutics, Inc. ",7.7,$178.04M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbse,
NRBO,"NeuroBo Pharmaceuticals, Inc.",5.42,$89.04M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nrbo,
NBIX,"Neurocrine Biosciences, Inc.",95.56,$8.93B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nbix,
NURO,"NeuroMetrix, Inc.",2.04,$7.72M,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nuro,
STIM,"Neuronetics, Inc.",8.45,$160.34M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/stim,
NTRP,"Neurotrope, Inc.",1.05,$24.98M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ntrp,
NFE,New Fortress Energy Inc.,45.98,$7.76B,2019,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nfe,
NMFC,New Mountain Finance Corporation,11.99,$1.16B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nmfc,
NMFCL,New Mountain Finance Corporation,25.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nmfcl,
NPA,New Providence Acquisition Corp.,10.12,$290.95M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/npa,
NPAUU,New Providence Acquisition Corp.,10.75,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/npauu,
NPAWW,New Providence Acquisition Corp.,1.05,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/npaww,
NYMT,"New York Mortgage Trust, Inc.",3.76,$1.42B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymt,
NYMTM,"New York Mortgage Trust, Inc.",21.89,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymtm,
NYMTN,"New York Mortgage Trust, Inc.",22.38,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymtn,
NYMTO,"New York Mortgage Trust, Inc.",21.78,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymto,
NYMTP,"New York Mortgage Trust, Inc.",21.98,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nymtp,
NBEV,"NewAge, Inc.",3.36,$397.24M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/nbev,
NEWA,"Newater Technology, Inc.",3.53,$38.16M,2017,Basic Industries,Miscellaneous,https://old.nasdaq.com/symbol/newa,
NBAC,Newborn Acquisition Corp.,17.3,$129.06M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbac,
NBACR,Newborn Acquisition Corp.,1.25,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacr,
NBACU,Newborn Acquisition Corp.,21,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacu,
NBACW,Newborn Acquisition Corp.,2.77,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacw,
NWL,Newell Brands Inc.,21.07,$8.94B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/nwl,
NHIC,NewHold Investment Corp.,9.89,$213.25M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nhic,
NHICU,NewHold Investment Corp.,10.25,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nhicu,
NHICW,NewHold Investment Corp.,0.88,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nhicw,
NMRK,"Newmark Group, Inc.",7.18,$1.29B,2017,Finance,Real Estate,https://old.nasdaq.com/symbol/nmrk,
NWS,News Corporation,17.81,$10.52B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nws,
NWSA,News Corporation,17.71,$10.46B,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nwsa,
